	weight	source	target
1225	1	#per13	#per157
1955	1	#per160	#per211
1224	1	#org71	#per174
1223	1	#442	#per358
1222	1	#per131	#per222
1221	1	#per352	#per413
1220	1	#org91	#per4
1957	1	#per149	#pla84
1219	1	#per300	#per325
1958	1	#org78	#per356
1959	1	#pla95	#pla96
1960	1	#per213	#per317
1952	1	#per148	#pla78
1228	1	#per354	#per410
1962	1	#per288	#per409
1230	1	#per253	#per352
1938	1	#org0	#per35
1939	1	#org4	#pla77
1941	1	#per139	#pla116
1943	1	#pla104	#pla81
1944	1	#org80	#per170
1945	1	#per343	#per355
1946	1	#per142	#pla77
1947	1	#	#per324
1948	1	#per202	#per398
1235	1	#pla16	#pla81
1949	1	#per126	#per5
1234	1	#per187	#per312
1233	1	#org83	#pla129
1950	1	#per2	#per431
1231	1	#org63	#pla102
1961	1	#per284	#per307
1963	1	#per428	#per47
1935	1	#per14	#per152
1976	1	#org42	#per409
1200	1	#pla104	#pla23
1198	1	#org53	#per138
1197	1	#per173	#per344
1196	1	#per127	#per161
1195	1	#per264	#per314
1981	1	#per287	#per406
1982	1	#per286	#pla84
1194	1	#org50	#per335
1983	1	#per296	#pla145
1193	1	#per326	#per355
1192	1	#per137	#pla41
1191	1	#per207	#pla41
1189	1	#per388	#per393
1985	1	#per113	#per191
1188	1	#per177	#tim15
1978	1	#pla127	#pla132
1201	1	#org0	#tim3
1964	1	#per232	#per279
1974	1	#pla112	#pla127
1213	1	#per124	#per16
1212	1	#per104	#per1042
1965	1	#per144	#per264
1966	1	#per312	#per335
1211	1	#org63	#per2
1210	1	#per208	#per78
1209	1	#pla129	#pla80
1969	1	#per212	#per253
1970	1	#per322	#per377
1207	1	#per109	#per161
1971	1	#per175	#per429
1205	1	#pla77	#pla91
1204	1	#per291	#per294
1203	1	#per238	#per249
1973	1	#per104	#per120
1936	1	#per193	#per5
1934	1	#per216	#per223
1299	1	#org68	#pla122
1284	1	#per2	#pla132
1282	1	#per144	#per242
1897	1	#per16	#pla110
1281	1	#per4	#pla125
1898	1	#org53	#per363
1379	1	#per313	#per377
1278	1	#org0	#per154
1277	1	#per238	#per297
1901	1	#per178	#perper178
1902	1	#per216	#per394
1903	1	#pla23	#pla81
1274	1	#pla97	#pla98
1905	1	#org78	#per234
1273	1	#per104	#pla148
1272	1	#per316	#per361
1271	1	#org89	#per132
1896	1	#per163	#per222
1895	1	#per325	#per335
1911	1	#org88	#pla143
1286	1	#per333	#per420
1298	1	#per238	#per276
1885	1	#per166	#per215
1296	1	#org94	#per195
1295	1	#org90	#per147
1294	1	#org44	#per104
1887	1	#org65	#org70
1888	1	#per225	#per411
1293	1	#org	#per259
1889	1	#per357	#per421
1890	1	#per233	#per315
1891	1	#per245	#perper6
1892	1	#per144	#per420
1289	1	#per104	#pla9
1288	1	#per228	#per5
1287	1	#per187	#per300
1908	1	#per228	#per382
1912	1	#per329	#pla121
1244	1	#org44	#org93
1926	1	#per204	#pla1
1255	1	#per128	#per244
1254	1	#per147	#per245
1928	1	#per125	#per16
1253	1	#per132	#per181
1929	1	#per260	#per329
1251	1	#per233	#per428
1930	1	#per14	#per169
1250	1	#per234	#per269
1249	1	#org63	#per166
1248	1	#per162	#per420
1931	1	#per195	#per280
1247	1	#per312	#per412
1932	1	#per284	#per301
1245	1	#per133	#pla133
1933	1	#442	#per424
1927	1	#per187	#per368
1258	1	#per172	#per182
1913	1	#per276	#pla
1923	1	#per310	#per421
1268	1	#org88	#per72
1267	1	#per241	#pla77
1914	1	#per133	#per230
1266	1	#per335	#per417
1915	1	#per376	#per402
1916	1	#per144	#per324
1264	1	#org78	#per425
1263	1	#per203	#per346
1262	1	#org47	#per221
1917	1	#per314	#per420
1918	1	#per165	#per416
1919	1	#per131	#per215
1921	1	#per326	#per343
1922	1	#per314	#per315
1259	1	#	#per47
1378	1	#per193	#pla84
1637	1	#per4	#pla9
1380	1	#per163	#per229
1559	1	#per262	#per329
1557	1	#per164	#per283
1698	1	#per337	#per382
1556	1	#per168	#per361
1555	1	#per180	#per202
1699	1	#per238	#per280
1553	1	#per133	#per267
1552	1	#org78	#per140
1551	1	#org67	#org68
1550	1	#org88	#org94
1549	1	#per14	#pla115
1701	1	#org68	#pla124
1548	1	#per210	#pre210
1547	1	#org94	#per196
1702	1	#per214	#per4
1703	1	#per272	#per274
1695	1	#per122	#per132
1560	1	#per104	#perper178
1544	1	#org84	#per134
1561	1	#per231	#per317
1572	1	#per109	#pla136
1571	1	#per261	#per367
1570	1	#per262	#pla122
1569	1	#org85	#pla90
1690	1	#per162	#per87
1567	1	#org0	#per122
1691	1	#per113	#per262
1566	1	#org43	#org91
1565	1	#org88	#per245
1564	1	#131	#per3
1692	1	#per208	#per328
1563	1	#per229	#per308
1562	1	#per174	#per216
1693	1	#per352	#per391
1694	1	#per301	#per307
1704	1	#pla122	#pla124
1705	1	#per109	#per204
1185	1	#per2	#pla109
1717	1	#per231	#per342
1521	1	#per212	#per47
1520	1	#per212	#per314
1519	1	#per155	#per231
1516	1	#per180	#per252
1515	1	#per284	#per302
1722	1	#org57	#org58
1724	1	#org63	#per216
1727	1	#org39	#pla84
1513	1	#pla41	#pre210
1512	1	#per120	#per157
1511	1	#pla109	#pla84
1728	1	#per131	#per370
1729	1	#per322	#per417
1510	1	#per274	#pla144
1509	1	#per277	#per296
1719	1	#org64	#pla107
1526	1	#org22	#org88
1542	1	#org50	#per313
1716	1	#per277	#per424
1541	1	#org22	#org49
1540	1	#org83	#per140
1707	1	#org42	#per168
1538	1	#per319	#per367
1537	1	#pla94	#pla96
1708	1	#org65	#pla84
1535	1	#per245	#pla146
1534	1	#per229	#per375
1533	1	#per331	#per346
1709	1	#per238	#per383
1711	1	#pla98	#pla99
1531	1	#per133	#per222
1530	1	#per253	#per264
1713	1	#per312	#per313
1527	1	#per234	#per388
1689	1	#per238	#per405
1574	1	#per214	#pla
1507	1	#org53	#org87
1624	1	#per215	#per279
1623	1	#org	#per232
1622	1	#per253	#per413
1621	1	#per197	#per4
1651	1	#per177	#per428
1654	1	#	#per351
1616	1	#pla90	#pla99
1615	1	#org63	#pla23
1614	1	#per168	#pre210
1613	1	#per324	#per351
1612	1	#per120	#per137
1611	1	#org68	#pla123
1609	1	#per330	#per428
1656	1	#per158	#per330
1608	1	#per324	#per87
1659	1	#per264	#per87
1648	1	#org4	#pla139
1647	1	#pla16	#pla9
1605	1	#per229	#per372
1625	1	#per243	#per283
1638	1	#per168	#per409
1635	1	#per166	#per174
1634	1	#per14	#per43
1639	1	#per14	#pla114
1640	1	#per352	#per374
1642	1	#per210	#pla41
1632	1	#per187	#per313
1631	1	#per158	#per420
1630	1	#per208	#per303
1643	1	#per160	#per197
1629	1	#per274	#per276
1645	1	#per207	#pla18
1628	1	#per273	#pla145
1627	1	#per242	#per324
1646	1	#per162	#per264
1606	1	#org39	#per419
1604	1	#per324	#per330
1688	1	#org43	#per157
1588	1	#per351	#per47
1673	1	#org78	#pla133
1675	1	#org42	#per120
1585	1	#	#per144
1584	1	#per238	#pla144
1676	1	#org88	#per204
1581	1	#per185	#per286
1580	1	#per186	#per7
1679	1	#per120	#pla136
1680	1	#org88	#per14
1681	1	#per287	#per355
1682	1	#per147	#pla145
1683	1	#per300	#per377
1684	1	#per272	#pla144
1577	1	#pla90	#pla98
1687	1	#per147	#per414
1587	1	#per126	#pla136
1671	1	#per113	#pla121
1603	1	#per140	#per373
1591	1	#org0	#per104
1661	1	#per188	#per249
1662	1	#pla20	#pla98
1601	1	#org60	#org62
1600	1	#per231	#pla64
1664	1	#per253	#per333
1666	1	#per264	#per420
1598	1	#per125	#per161
1597	1	#389	#per424
1667	1	#per347	#per386
1668	1	#per205	#per254
1595	1	#org48	#per223
1669	1	#per366	#pla121
1670	1	#per239	#per246
1593	1	#per182	#per214
1592	1	#per144	#per333
1508	1	#org41	#per287
1506	1	#per229	#per379
1381	1	#per212	#per324
1797	1	#pla101	#pla102
1425	1	#per14	#per190
1424	1	#per2	#per250
1423	1	#per185	#per419
1798	1	#org41	#per120
1799	1	#per143	#per3
1800	1	#per260	#per360
1801	1	#org63	#per125
1421	1	#per330	#per351
1802	1	#per420	#per47
1803	1	#	#per242
1804	1	#per185	#per266
1420	1	#org0	#per120
1805	1	#per332	#per355
1418	1	#per314	#per320
1417	1	#per324	#per428
1427	1	#	#per314
1429	1	#pla20	#pla90
1414	1	#per238	#per309
1430	1	#per142	#per164
1442	1	#pla132	#pla86
1441	1	#per377	#per412
1790	1	#org88	#per344
1791	1	#org61	#org62
1439	1	#org	#per252
1438	1	#per320	#per324
1437	1	#per312	#per417
1792	1	#org91	#per181
1793	1	#per220	#per388
1435	1	#per187	#per335
1794	1	#org0	#per138
1434	1	#org55	#pla128
1795	1	#per242	#per314
1432	1	#org4	#pla132
1431	1	#per131	#per187
1416	1	#per139	#pla109
1412	1	#org	#pla84
1445	1	#org0	#per169
1814	1	#	#per330
1816	1	#per326	#per332
1817	1	#per180	#per254
1393	1	#org79	#pla16
1818	1	#org46	#per215
1391	1	#org0	#per142
1390	1	#per420	#per87
1389	1	#org85	#pla86
1820	1	#per159	#pla136
