,Name,Address,Description,Longitude,Latitude,TimeStamp,TimeSpan:begin,TimeSpan:end,GettyID
34287,,,b.COL.003.013,,,34287,,,
34288,,,b.COL.003.014,,,34288,,,
34289,,,b.COL.003.015,,,34289,,,
34290,,,b.COL.003.016,,,34290,,,
34291,,,b.COL.003.017,,,34291,,,
34292,,,b.COL.003.018,,,34292,,,
34293,,,b.COL.003.019,,,34293,,,
34294,,,b.COL.003.020,,,34294,,,
34295,,,b.COL.003.021,,,34295,,,
34296,,,b.COL.003.022,,,34296,,,
34297,,,b.COL.003.023,,,34297,,,
34298,,,b.COL.003.024,,,34298,,,
34299,,,b.COL.003.025,,,34299,,,
34300,,,b.COL.004.001,,,34300,,,
34301,,,b.COL.004.002,,,34301,,,
34302,,,b.COL.004.003,,,34302,,,
34303,,,b.COL.004.004,,,34303,,,
34304,,,b.COL.004.005,,,34304,,,
34305,,,b.COL.004.006,,,34305,,,
34306,,,b.COL.004.007,,,34306,,,
34307,,,b.COL.004.008,,,34307,,,
34308,,,b.COL.004.009,,,34308,,,
34309,,,b.COL.004.010,,,34309,,,
34310,,,b.COL.004.011,,,34310,,,
34311,,,b.COL.004.012,,,34311,,,
34312,Laodicea,Laodicea,b.COL.004.013,35.7952667,35.54071029999999,34312,,,
34313,,,b.COL.004.013,,,34313,,,
34314,,,b.COL.004.014,,,34314,,,
34315,Laodicea,Laodicea,b.COL.004.015,35.7952667,35.54071029999999,34315,,,
34316,Laodicea,Laodicea,b.COL.004.016,35.7952667,35.54071029999999,34316,,,
34317,,,b.COL.004.017,,,34317,,,
34318,,,b.COL.004.018,,,34318,,,
34319,,,b.1TH.001.001,,,34319,,,
34320,,,b.1TH.001.002,,,34320,,,
34321,,,b.1TH.001.003,,,34321,,,
34322,,,b.1TH.001.004,,,34322,,,
34323,,,b.1TH.001.005,,,34323,,,
34324,,,b.1TH.001.006,,,34324,,,
34325,Macedonia,Macedonia,b.1TH.001.007,21.745275,41.608635,34325,,,
34326,,,b.1TH.001.007,,,34326,,,
34327,Macedonia,Macedonia,b.1TH.001.008,21.745275,41.608635,34327,,,
34328,,,b.1TH.001.008,,,34328,,,
34329,,,b.1TH.001.009,,,34329,,,
34330,,,b.1TH.001.010,,,34330,,,
34331,,,b.1TH.002.001,,,34331,,,
34332,,,b.1TH.002.002,,,34332,,,
34333,,,b.1TH.002.003,,,34333,,,
34334,,,b.1TH.002.004,,,34334,,,
34335,,,b.1TH.002.005,,,34335,,,
34336,,,b.1TH.002.006,,,34336,,,
34337,,,b.1TH.002.007,,,34337,,,
34338,,,b.1TH.002.008,,,34338,,,
34339,,,b.1TH.002.009,,,34339,,,
34340,,,b.1TH.002.010,,,34340,,,
34341,,,b.1TH.002.011,,,34341,,,
34342,,,b.1TH.002.012,,,34342,,,
34343,,,b.1TH.002.013,,,34343,,,
34344,Judea,Judea,b.1TH.002.014,35.2035394,31.903215399999997,34344,,,
34345,Tesalónica,Tesalónica,b.1TH.002.014,22.9444191,40.6400629,34345,,,
34346,,,b.1TH.002.015,,,34346,,,
34347,,,b.1TH.002.016,,,34347,,,
34348,,,b.1TH.002.017,,,34348,,,
34349,,,b.1TH.002.018,,,34349,,,
34350,,,b.1TH.002.019,,,34350,,,
34351,,,b.1TH.002.020,,,34351,,,
34352,Atenas,Atenas,b.1TH.003.001,23.7275388,37.9838096,34352,,,
34353,,,b.1TH.003.002,,,34353,,,
34354,,,b.1TH.003.003,,,34354,,,
34355,,,b.1TH.003.004,,,34355,,,
34356,,,b.1TH.003.005,,,34356,,,
34357,,,b.1TH.003.006,,,34357,,,
34358,,,b.1TH.003.007,,,34358,,,
34359,,,b.1TH.003.008,,,34359,,,
34360,,,b.1TH.003.009,,,34360,,,
34361,,,b.1TH.003.010,,,34361,,,
34362,,,b.1TH.003.011,,,34362,,,
34363,,,b.1TH.003.012,,,34363,,,
34364,,,b.1TH.003.013,,,34364,,,
34365,,,b.1TH.004.001,,,34365,,,
34366,,,b.1TH.004.002,,,34366,,,
34367,,,b.1TH.004.003,,,34367,,,
34368,,,b.1TH.004.004,,,34368,,,
34369,,,b.1TH.004.005,,,34369,,,
34370,,,b.1TH.004.006,,,34370,,,
34371,,,b.1TH.004.007,,,34371,,,
34372,,,b.1TH.004.008,,,34372,,,
34373,,,b.1TH.004.009,,,34373,,,
34374,Macedonia,Macedonia,b.1TH.004.010,21.745275,41.608635,34374,,,
34375,,,b.1TH.004.011,,,34375,,,
34376,,,b.1TH.004.012,,,34376,,,
34377,,,b.1TH.004.013,,,34377,,,
34378,,,b.1TH.004.014,,,34378,,,
34379,,,b.1TH.004.015,,,34379,,,
34380,,,b.1TH.004.016,,,34380,,,
34381,,,b.1TH.004.017,,,34381,,,
34382,,,b.1TH.004.018,,,34382,,,
34383,,,b.1TH.005.001,,,34383,,,
34384,,,b.1TH.005.002,,,34384,,,
34385,,,b.1TH.005.003,,,34385,,,
34386,,,b.1TH.005.004,,,34386,,,
34387,,,b.1TH.005.005,,,34387,,,
34388,,,b.1TH.005.006,,,34388,,,
34389,,,b.1TH.005.007,,,34389,,,
34390,,,b.1TH.005.008,,,34390,,,
34391,,,b.1TH.005.009,,,34391,,,
34392,,,b.1TH.005.010,,,34392,,,
34393,,,b.1TH.005.011,,,34393,,,
34394,,,b.1TH.005.012,,,34394,,,
34395,,,b.1TH.005.013,,,34395,,,
34396,,,b.1TH.005.014,,,34396,,,
34397,,,b.1TH.005.015,,,34397,,,
34398,,,b.1TH.005.016,,,34398,,,
34399,,,b.1TH.005.017,,,34399,,,
34400,,,b.1TH.005.018,,,34400,,,
34401,,,b.1TH.005.019,,,34401,,,
34402,,,b.1TH.005.020,,,34402,,,
34403,,,b.1TH.005.021,,,34403,,,
34404,,,b.1TH.005.022,,,34404,,,
34405,,,b.1TH.005.023,,,34405,,,
34406,,,b.1TH.005.024,,,34406,,,
34407,,,b.1TH.005.025,,,34407,,,
34408,,,b.1TH.005.026,,,34408,,,
34409,,,b.1TH.005.027,,,34409,,,
34410,,,b.1TH.005.028,,,34410,,,
34411,,,b.2TH.001.001,,,34411,,,
34412,,,b.2TH.001.002,,,34412,,,
34413,,,b.2TH.001.003,,,34413,,,
34414,,,b.2TH.001.004,,,34414,,,
34415,,,b.2TH.001.005,,,34415,,,
34416,,,b.2TH.001.006,,,34416,,,
34417,,,b.2TH.001.007,,,34417,,,
34418,,,b.2TH.001.008,,,34418,,,
34419,,,b.2TH.001.009,,,34419,,,
34420,,,b.2TH.001.010,,,34420,,,
34421,,,b.2TH.001.011,,,34421,,,
34422,,,b.2TH.001.012,,,34422,,,
34423,,,b.2TH.002.001,,,34423,,,
34424,,,b.2TH.002.002,,,34424,,,
34425,,,b.2TH.002.003,,,34425,,,
34426,,,b.2TH.002.004,,,34426,,,
34427,,,b.2TH.002.005,,,34427,,,
34428,,,b.2TH.002.006,,,34428,,,
34429,,,b.2TH.002.007,,,34429,,,
34430,,,b.2TH.002.008,,,34430,,,
34431,,,b.2TH.002.009,,,34431,,,
34432,,,b.2TH.002.010,,,34432,,,
34433,,,b.2TH.002.011,,,34433,,,
34434,,,b.2TH.002.012,,,34434,,,
34435,,,b.2TH.002.013,,,34435,,,
34436,,,b.2TH.002.014,,,34436,,,
34437,,,b.2TH.002.015,,,34437,,,
34438,,,b.2TH.002.016,,,34438,,,
34439,,,b.2TH.002.017,,,34439,,,
34440,,,b.2TH.003.001,,,34440,,,
34441,,,b.2TH.003.002,,,34441,,,
34442,,,b.2TH.003.003,,,34442,,,
34443,,,b.2TH.003.004,,,34443,,,
34444,,,b.2TH.003.005,,,34444,,,
34445,,,b.2TH.003.006,,,34445,,,
34446,,,b.2TH.003.007,,,34446,,,
34447,,,b.2TH.003.008,,,34447,,,
34448,,,b.2TH.003.009,,,34448,,,
34449,,,b.2TH.003.010,,,34449,,,
34450,,,b.2TH.003.011,,,34450,,,
34451,,,b.2TH.003.012,,,34451,,,
34452,,,b.2TH.003.013,,,34452,,,
34453,,,b.2TH.003.014,,,34453,,,
34454,,,b.2TH.003.015,,,34454,,,
34455,,,b.2TH.003.016,,,34455,,,
34456,,,b.2TH.003.017,,,34456,,,
34457,,,b.2TH.003.018,,,34457,,,
34458,,,b.1TI.001.001,,,34458,,,
34459,,,b.1TI.001.002,,,34459,,,
34460,Macedonia,Macedonia,b.1TI.001.003,21.745275,41.608635,34460,,,
34461,Éfeso,Éfeso,b.1TI.001.003,27.368055199999997,37.9484155,34461,,,
34462,,,b.1TI.001.004,,,34462,,,
34463,,,b.1TI.001.005,,,34463,,,
34464,,,b.1TI.001.006,,,34464,,,
34465,,,b.1TI.001.007,,,34465,,,
34466,,,b.1TI.001.008,,,34466,,,
34467,,,b.1TI.001.009,,,34467,,,
34468,,,b.1TI.001.010,,,34468,,,
34469,,,b.1TI.001.011,,,34469,,,
34470,,,b.1TI.001.012,,,34470,,,
34471,,,b.1TI.001.013,,,34471,,,
34472,,,b.1TI.001.014,,,34472,,,
34473,,,b.1TI.001.015,,,34473,,,
34474,,,b.1TI.001.016,,,34474,,,
34475,,,b.1TI.001.017,,,34475,,,
34476,,,b.1TI.001.018,,,34476,,,
34477,,,b.1TI.001.019,,,34477,,,
34478,,,b.1TI.001.020,,,34478,,,
34479,,,b.1TI.002.001,,,34479,,,
34480,,,b.1TI.002.002,,,34480,,,
34481,,,b.1TI.002.003,,,34481,,,
34482,,,b.1TI.002.004,,,34482,,,
34483,,,b.1TI.002.005,,,34483,,,
34484,,,b.1TI.002.006,,,34484,,,
34485,,,b.1TI.002.007,,,34485,,,
34486,,,b.1TI.002.008,,,34486,,,
34487,,,b.1TI.002.009,,,34487,,,
34488,,,b.1TI.002.010,,,34488,,,
34489,,,b.1TI.002.011,,,34489,,,
34490,,,b.1TI.002.012,,,34490,,,
34491,,,b.1TI.002.013,,,34491,,,
34492,,,b.1TI.002.014,,,34492,,,
34493,,,b.1TI.002.015,,,34493,,,
34494,,,b.1TI.003.001,,,34494,,,
34495,,,b.1TI.003.002,,,34495,,,
34496,,,b.1TI.003.003,,,34496,,,
34497,,,b.1TI.003.004,,,34497,,,
34498,,,b.1TI.003.005,,,34498,,,
34499,,,b.1TI.003.006,,,34499,,,
34500,,,b.1TI.003.007,,,34500,,,
34501,,,b.1TI.003.008,,,34501,,,
34502,,,b.1TI.003.009,,,34502,,,
34503,,,b.1TI.003.010,,,34503,,,
34504,,,b.1TI.003.011,,,34504,,,
34505,,,b.1TI.003.012,,,34505,,,
34506,,,b.1TI.003.013,,,34506,,,
34507,,,b.1TI.003.014,,,34507,,,
34508,,,b.1TI.003.015,,,34508,,,
34509,,,b.1TI.003.016,,,34509,,,
34510,,,b.1TI.004.001,,,34510,,,
34511,,,b.1TI.004.002,,,34511,,,
34512,,,b.1TI.004.003,,,34512,,,
34513,,,b.1TI.004.004,,,34513,,,
34514,,,b.1TI.004.005,,,34514,,,
34515,,,b.1TI.004.006,,,34515,,,
34516,,,b.1TI.004.007,,,34516,,,
34517,,,b.1TI.004.008,,,34517,,,
34518,,,b.1TI.004.009,,,34518,,,
34519,,,b.1TI.004.010,,,34519,,,
34520,,,b.1TI.004.011,,,34520,,,
34521,,,b.1TI.004.012,,,34521,,,
34522,,,b.1TI.004.013,,,34522,,,
34523,,,b.1TI.004.014,,,34523,,,
34524,,,b.1TI.004.015,,,34524,,,
34525,,,b.1TI.004.016,,,34525,,,
34526,,,b.1TI.005.001,,,34526,,,
34527,,,b.1TI.005.002,,,34527,,,
34528,,,b.1TI.005.003,,,34528,,,
34529,,,b.1TI.005.004,,,34529,,,
34530,,,b.1TI.005.005,,,34530,,,
34531,,,b.1TI.005.006,,,34531,,,
34532,,,b.1TI.005.007,,,34532,,,
34533,,,b.1TI.005.008,,,34533,,,
34534,,,b.1TI.005.009,,,34534,,,
34535,,,b.1TI.005.010,,,34535,,,
34536,,,b.1TI.005.011,,,34536,,,
34537,,,b.1TI.005.012,,,34537,,,
34538,,,b.1TI.005.013,,,34538,,,
34539,,,b.1TI.005.014,,,34539,,,
34540,,,b.1TI.005.015,,,34540,,,
34541,,,b.1TI.005.016,,,34541,,,
34542,,,b.1TI.005.017,,,34542,,,
34543,,,b.1TI.005.018,,,34543,,,
34544,,,b.1TI.005.019,,,34544,,,
34545,,,b.1TI.005.020,,,34545,,,
34546,,,b.1TI.005.021,,,34546,,,
34547,,,b.1TI.005.022,,,34547,,,
34548,,,b.1TI.005.023,,,34548,,,
34549,,,b.1TI.005.024,,,34549,,,
34550,,,b.1TI.005.025,,,34550,,,
34551,,,b.1TI.006.001,,,34551,,,
34552,,,b.1TI.006.002,,,34552,,,
34553,,,b.1TI.006.003,,,34553,,,
34554,,,b.1TI.006.004,,,34554,,,
34555,,,b.1TI.006.005,,,34555,,,
34556,,,b.1TI.006.006,,,34556,,,
34557,,,b.1TI.006.007,,,34557,,,
34558,,,b.1TI.006.008,,,34558,,,
34559,,,b.1TI.006.009,,,34559,,,
34560,,,b.1TI.006.010,,,34560,,,
34561,,,b.1TI.006.011,,,34561,,,
34562,,,b.1TI.006.012,,,34562,,,
34563,,,b.1TI.006.013,,,34563,,,
34564,,,b.1TI.006.014,,,34564,,,
34565,,,b.1TI.006.015,,,34565,,,
34566,,,b.1TI.006.016,,,34566,,,
34567,,,b.1TI.006.017,,,34567,,,
34568,,,b.1TI.006.018,,,34568,,,
34569,,,b.1TI.006.019,,,34569,,,
34570,,,b.1TI.006.020,,,34570,,,
34571,,,b.1TI.006.021,,,34571,,,
34572,,,b.2TI.001.001,,,34572,,,
34573,,,b.2TI.001.002,,,34573,,,
34574,,,b.2TI.001.003,,,34574,,,
34575,,,b.2TI.001.004,,,34575,,,
34576,,,b.2TI.001.005,,,34576,,,
34577,,,b.2TI.001.006,,,34577,,,
34578,,,b.2TI.001.007,,,34578,,,
34579,,,b.2TI.001.008,,,34579,,,
34580,,,b.2TI.001.009,,,34580,,,
34581,,,b.2TI.001.010,,,34581,,,
34582,,,b.2TI.001.011,,,34582,,,
34583,,,b.2TI.001.012,,,34583,,,
34584,,,b.2TI.001.013,,,34584,,,
34585,,,b.2TI.001.014,,,34585,,,
34586,Asia,Asia,b.2TI.001.015,34.126575,39.555216,34586,,,
34587,,,b.2TI.001.016,,,34587,,,
34588,Roma,Roma,b.2TI.001.017,12.4963655,41.902783500000005,34588,,,
34589,Éfeso,Éfeso,b.2TI.001.018,27.368055199999997,37.9484155,34589,,,
34590,,,b.2TI.002.001,,,34590,,,
34591,,,b.2TI.002.002,,,34591,,,
34592,,,b.2TI.002.003,,,34592,,,
34593,,,b.2TI.002.004,,,34593,,,
34594,,,b.2TI.002.005,,,34594,,,
34595,,,b.2TI.002.006,,,34595,,,
34596,,,b.2TI.002.007,,,34596,,,
34597,,,b.2TI.002.008,,,34597,,,
34598,,,b.2TI.002.009,,,34598,,,
34599,,,b.2TI.002.010,,,34599,,,
34600,,,b.2TI.002.011,,,34600,,,
34601,,,b.2TI.002.012,,,34601,,,
34602,,,b.2TI.002.013,,,34602,,,
34603,,,b.2TI.002.014,,,34603,,,
34604,,,b.2TI.002.015,,,34604,,,
34605,,,b.2TI.002.016,,,34605,,,
34606,,,b.2TI.002.017,,,34606,,,
34607,,,b.2TI.002.018,,,34607,,,
34608,,,b.2TI.002.019,,,34608,,,
34609,,,b.2TI.002.020,,,34609,,,
34610,,,b.2TI.002.021,,,34610,,,
34611,,,b.2TI.002.022,,,34611,,,
34612,,,b.2TI.002.023,,,34612,,,
34613,,,b.2TI.002.024,,,34613,,,
34614,,,b.2TI.002.025,,,34614,,,
34615,,,b.2TI.002.026,,,34615,,,
34616,,,b.2TI.003.001,,,34616,,,
34617,,,b.2TI.003.002,,,34617,,,
34618,,,b.2TI.003.003,,,34618,,,
34619,,,b.2TI.003.004,,,34619,,,
34620,,,b.2TI.003.005,,,34620,,,
34621,,,b.2TI.003.006,,,34621,,,
34622,,,b.2TI.003.007,,,34622,,,
34623,,,b.2TI.003.008,,,34623,,,
34624,,,b.2TI.003.009,,,34624,,,
34625,,,b.2TI.003.010,,,34625,,,
34626,Antioquía,Antioquía,b.2TI.003.011,36.1612344,36.196803100000004,34626,,,
34627,Iconio,Iconio,b.2TI.003.011,32.4931554,37.8746429,34627,,,
34628,Listra,Listra,b.2TI.003.011,32.21071,37.66411,34628,,,
34629,,,b.2TI.003.012,,,34629,,,
34630,,,b.2TI.003.013,,,34630,,,
34631,,,b.2TI.003.014,,,34631,,,
34632,,,b.2TI.003.015,,,34632,,,
34633,,,b.2TI.003.016,,,34633,,,
34634,,,b.2TI.003.017,,,34634,,,
34635,,,b.2TI.004.001,,,34635,,,
34636,,,b.2TI.004.002,,,34636,,,
34637,,,b.2TI.004.003,,,34637,,,
34638,,,b.2TI.004.004,,,34638,,,
34639,,,b.2TI.004.005,,,34639,,,
34640,,,b.2TI.004.006,,,34640,,,
34641,,,b.2TI.004.007,,,34641,,,
34642,,,b.2TI.004.008,,,34642,,,
34643,,,b.2TI.004.009,,,34643,,,
34644,,,b.2TI.004.010,,,34644,,,
34645,Tesalónica,Tesalónica,b.2TI.004.010,22.9444191,40.6400629,34645,,,
34646,,,b.2TI.004.010,,,34646,,,
34647,,,b.2TI.004.011,,,34647,,,
34648,Éfeso,Éfeso,b.2TI.004.012,27.368055199999997,37.9484155,34648,,,
34649,Troas,Troas,b.2TI.004.013,26.158790600000003,39.75172070000001,34649,,,
34650,,,b.2TI.004.014,,,34650,,,
34651,,,b.2TI.004.015,,,34651,,,
34652,,,b.2TI.004.016,,,34652,,,
34653,,,b.2TI.004.017,,,34653,,,
34654,,,b.2TI.004.018,,,34654,,,
34655,,,b.2TI.004.019,,,34655,,,
34656,Corinto,Corinto,b.2TI.004.020,22.9322383,37.9386365,34656,,,
34657,,,b.2TI.004.020,,,34657,,,
34658,,,b.2TI.004.021,,,34658,,,
34659,,,b.2TI.004.022,,,34659,,,
34660,,,b.TIT.001.001,,,34660,,,
34661,,,b.TIT.001.002,,,34661,,,
34662,,,b.TIT.001.003,,,34662,,,
34663,,,b.TIT.001.004,,,34663,,,
34664,Creta,Creta,b.TIT.001.005,24.8092691,35.240117,34664,,,
34665,,,b.TIT.001.006,,,34665,,,
34666,,,b.TIT.001.007,,,34666,,,
34667,,,b.TIT.001.008,,,34667,,,
34668,,,b.TIT.001.009,,,34668,,,
34669,,,b.TIT.001.010,,,34669,,,
34670,,,b.TIT.001.011,,,34670,,,
34671,,,b.TIT.001.012,,,34671,,,
34672,,,b.TIT.001.013,,,34672,,,
34673,,,b.TIT.001.014,,,34673,,,
34674,,,b.TIT.001.015,,,34674,,,
34675,,,b.TIT.001.016,,,34675,,,
34676,,,b.TIT.002.001,,,34676,,,
34677,,,b.TIT.002.002,,,34677,,,
34678,,,b.TIT.002.003,,,34678,,,
34679,,,b.TIT.002.004,,,34679,,,
34680,,,b.TIT.002.005,,,34680,,,
34681,,,b.TIT.002.006,,,34681,,,
34682,,,b.TIT.002.007,,,34682,,,
34683,,,b.TIT.002.008,,,34683,,,
34684,,,b.TIT.002.009,,,34684,,,
34685,,,b.TIT.002.010,,,34685,,,
34686,,,b.TIT.002.011,,,34686,,,
34687,,,b.TIT.002.012,,,34687,,,
34688,,,b.TIT.002.013,,,34688,,,
34689,,,b.TIT.002.014,,,34689,,,
34690,,,b.TIT.002.015,,,34690,,,
34691,,,b.TIT.003.001,,,34691,,,
34692,,,b.TIT.003.002,,,34692,,,
34693,,,b.TIT.003.003,,,34693,,,
34694,,,b.TIT.003.004,,,34694,,,
34695,,,b.TIT.003.005,,,34695,,,
34696,,,b.TIT.003.006,,,34696,,,
34697,,,b.TIT.003.007,,,34697,,,
34698,,,b.TIT.003.008,,,34698,,,
34699,,,b.TIT.003.009,,,34699,,,
34700,,,b.TIT.003.010,,,34700,,,
34701,,,b.TIT.003.011,,,34701,,,
34702,,,b.TIT.003.012,,,34702,,,
34703,,,b.TIT.003.013,,,34703,,,
34704,,,b.TIT.003.014,,,34704,,,
34705,,,b.TIT.003.015,,,34705,,,
34706,,,b.PHM.001.001,,,34706,,,
34707,,,b.PHM.001.002,,,34707,,,
34708,,,b.PHM.001.003,,,34708,,,
34709,,,b.PHM.001.004,,,34709,,,
34710,,,b.PHM.001.005,,,34710,,,
34711,,,b.PHM.001.006,,,34711,,,
34712,,,b.PHM.001.007,,,34712,,,
34713,,,b.PHM.001.008,,,34713,,,
34714,,,b.PHM.001.009,,,34714,,,
34715,,,b.PHM.001.010,,,34715,,,
34716,,,b.PHM.001.011,,,34716,,,
34717,,,b.PHM.001.012,,,34717,,,
34718,,,b.PHM.001.013,,,34718,,,
34719,,,b.PHM.001.014,,,34719,,,
34720,,,b.PHM.001.015,,,34720,,,
34721,,,b.PHM.001.016,,,34721,,,
34722,,,b.PHM.001.017,,,34722,,,
34723,,,b.PHM.001.018,,,34723,,,
34724,,,b.PHM.001.019,,,34724,,,
34725,,,b.PHM.001.020,,,34725,,,
34726,,,b.PHM.001.021,,,34726,,,
34727,,,b.PHM.001.022,,,34727,,,
34728,,,b.PHM.001.023,,,34728,,,
34729,,,b.PHM.001.024,,,34729,,,
34730,,,b.PHM.001.025,,,34730,,,
34731,,,b.HEB.001.001,,,34731,,,
34732,,,b.HEB.001.002,,,34732,,,
34733,,,b.HEB.001.003,,,34733,,,
34734,,,b.HEB.001.004,,,34734,,,
34735,,,b.HEB.001.005,,,34735,,,
34736,,,b.HEB.001.006,,,34736,,,
34737,,,b.HEB.001.007,,,34737,,,
34738,,,b.HEB.001.008,,,34738,,,
34739,,,b.HEB.001.009,,,34739,,,
34740,tierra,tierra,b.HEB.001.010,0.0,-90.0,34740,,,
34741,,,b.HEB.001.010,,,34741,,,
34742,,,b.HEB.001.011,,,34742,,,
34743,,,b.HEB.001.012,,,34743,,,
34744,,,b.HEB.001.013,,,34744,,,
34745,,,b.HEB.001.014,,,34745,,,
34746,,,b.HEB.002.001,,,34746,,,
34747,,,b.HEB.002.002,,,34747,,,
34748,,,b.HEB.002.003,,,34748,,,
34749,,,b.HEB.002.004,,,34749,,,
34750,,,b.HEB.002.005,,,34750,,,
34751,,,b.HEB.002.006,,,34751,,,
34752,,,b.HEB.002.007,,,34752,,,
34753,,,b.HEB.002.008,,,34753,,,
34754,,,b.HEB.002.009,,,34754,,,
34755,,,b.HEB.002.010,,,34755,,,
34756,,,b.HEB.002.011,,,34756,,,
34757,,,b.HEB.002.012,,,34757,,,
34758,,,b.HEB.002.013,,,34758,,,
34759,,,b.HEB.002.014,,,34759,,,
34760,,,b.HEB.002.015,,,34760,,,
34761,,,b.HEB.002.016,,,34761,,,
34762,,,b.HEB.002.017,,,34762,,,
34763,,,b.HEB.002.018,,,34763,,,
34764,,,b.HEB.003.001,,,34764,,,
34765,,,b.HEB.003.002,,,34765,,,
34766,,,b.HEB.003.003,,,34766,,,
34767,,,b.HEB.003.004,,,34767,,,
34768,,,b.HEB.003.005,,,34768,,,
34769,,,b.HEB.003.006,,,34769,,,
34770,,,b.HEB.003.007,,,34770,,,
34771,,,b.HEB.003.008,,,34771,,,
34772,,,b.HEB.003.009,,,34772,,,
34773,,,b.HEB.003.010,,,34773,,,
34774,,,b.HEB.003.011,,,34774,,,
34775,,,b.HEB.003.012,,,34775,,,
34776,,,b.HEB.003.013,,,34776,,,
34777,,,b.HEB.003.014,,,34777,,,
34778,,,b.HEB.003.015,,,34778,,,
34779,Egipto,Egipto,b.HEB.003.016,30.802497999999996,26.820553000000004,34779,,,
34780,Sinaí,Sinaí,b.HEB.003.017,34.0,29.5,34780,,,
34781,,,b.HEB.003.018,,,34781,,,
34782,,,b.HEB.003.019,,,34782,,,
34783,,,b.HEB.004.001,,,34783,,,
34784,,,b.HEB.004.002,,,34784,,,
34785,,,b.HEB.004.003,,,34785,,,
34786,,,b.HEB.004.004,,,34786,,,
34787,,,b.HEB.004.005,,,34787,,,
34788,,,b.HEB.004.006,,,34788,,,
34789,,,b.HEB.004.007,,,34789,,,
34790,,,b.HEB.004.008,,,34790,,,
34791,,,b.HEB.004.009,,,34791,,,
34792,,,b.HEB.004.010,,,34792,,,
34793,,,b.HEB.004.011,,,34793,,,
34794,,,b.HEB.004.012,,,34794,,,
34795,,,b.HEB.004.013,,,34795,,,
34796,,,b.HEB.004.014,,,34796,,,
34797,,,b.HEB.004.015,,,34797,,,
34798,,,b.HEB.004.016,,,34798,,,
34799,,,b.HEB.005.001,,,34799,,,
34800,,,b.HEB.005.002,,,34800,,,
34801,,,b.HEB.005.003,,,34801,,,
34802,,,b.HEB.005.004,,,34802,,,
34803,,,b.HEB.005.005,,,34803,,,
34804,,,b.HEB.005.006,,,34804,,,
34805,,,b.HEB.005.007,,,34805,,,
34806,,,b.HEB.005.008,,,34806,,,
34807,,,b.HEB.005.009,,,34807,,,
34808,,,b.HEB.005.010,,,34808,,,
34809,,,b.HEB.005.011,,,34809,,,
34810,,,b.HEB.005.012,,,34810,,,
34811,,,b.HEB.005.013,,,34811,,,
34812,,,b.HEB.005.014,,,34812,,,
34813,,,b.HEB.006.001,,,34813,,,
34814,,,b.HEB.006.002,,,34814,,,
34815,,,b.HEB.006.003,,,34815,,,
34816,,,b.HEB.006.004,,,34816,,,
34817,,,b.HEB.006.005,,,34817,,,
34818,,,b.HEB.006.006,,,34818,,,
34819,tierra,tierra,b.HEB.006.007,0.0,-90.0,34819,,,
34820,,,b.HEB.006.008,,,34820,,,
34821,,,b.HEB.006.009,,,34821,,,
34822,,,b.HEB.006.010,,,34822,,,
34823,,,b.HEB.006.011,,,34823,,,
34824,,,b.HEB.006.012,,,34824,,,
34825,,,b.HEB.006.013,,,34825,,,
34826,,,b.HEB.006.014,,,34826,,,
34827,,,b.HEB.006.015,,,34827,,,
34828,,,b.HEB.006.016,,,34828,,,
34829,,,b.HEB.006.017,,,34829,,,
34830,,,b.HEB.006.018,,,34830,,,
34831,,,b.HEB.006.019,,,34831,,,
34832,,,b.HEB.006.020,,,34832,,,
34833,,,b.HEB.007.001,,,34833,,,
34834,,,b.HEB.007.002,,,34834,,,
34835,,,b.HEB.007.003,,,34835,,,
34836,,,b.HEB.007.004,,,34836,,,
34837,,,b.HEB.007.005,,,34837,,,
34838,,,b.HEB.007.006,,,34838,,,
34839,,,b.HEB.007.007,,,34839,,,
34840,,,b.HEB.007.008,,,34840,,,
34841,,,b.HEB.007.009,,,34841,,,
34842,,,b.HEB.007.010,,,34842,,,
34843,,,b.HEB.007.011,,,34843,,,
34844,,,b.HEB.007.012,,,34844,,,
34845,,,b.HEB.007.013,,,34845,,,
34846,Judea,Judea,b.HEB.007.014,35.2035394,31.903215399999997,34846,,,
34847,,,b.HEB.007.015,,,34847,,,
34848,,,b.HEB.007.016,,,34848,,,
34849,,,b.HEB.007.017,,,34849,,,
34850,,,b.HEB.007.018,,,34850,,,
34851,,,b.HEB.007.019,,,34851,,,
34852,,,b.HEB.007.020,,,34852,,,
34853,,,b.HEB.007.021,,,34853,,,
34854,,,b.HEB.007.022,,,34854,,,
34855,,,b.HEB.007.023,,,34855,,,
34856,,,b.HEB.007.024,,,34856,,,
34857,,,b.HEB.007.025,,,34857,,,
34858,,,b.HEB.007.026,,,34858,,,
34859,,,b.HEB.007.027,,,34859,,,
34860,,,b.HEB.007.028,,,34860,,,
34861,,,b.HEB.008.001,,,34861,,,
34862,,,b.HEB.008.002,,,34862,,,
34863,,,b.HEB.008.003,,,34863,,,
34864,tierra,tierra,b.HEB.008.004,0.0,-90.0,34864,,,
34865,Sión,Sión,b.HEB.008.005,35.228611111111,31.771666666667,34865,,,
34866,,,b.HEB.008.005,,,34866,,,
34867,,,b.HEB.008.006,,,34867,,,
34868,,,b.HEB.008.007,,,34868,,,
34869,Israel,Israel,b.HEB.008.008,34.851612,31.046051000000002,34869,,,
