Source,Target,Weight
#per11,#per451,0
#per11,#per452,0
#per11,#per453,0
#per11,#per454,0
#per11,#per455,0
#per11,#per456,0
#per11,#per457,0
#per11,#per458,0
#per11,#per459,0
#per11,#per46,0
#per11,#per460,0
#per11,#per461,0
#per11,#per462,0
#per11,#per463,0
#per11,#per464,0
#per11,#per465,0
#per11,#per466,0
#per11,#per47,0
#per11,#per48,0
#per11,#per49,0
#per11,#per50,0
#per11,#per51,0
#per11,#per52,0
#per11,#per53,0
#per11,#per54,0
#per11,#per55,0
#per11,#per56,0
#per11,#per57,0
#per11,#per58,0
#per11,#per59,0
#per11,#per60,0
#per11,#per61,0
#per11,#per62,0
#per11,#per63,0
#per11,#per64,0
#per11,#per65,0
#per11,#per66,0
#per11,#per67,0
#per11,#per68,0
#per11,#per69,0
#per11,#per70,0
#per11,#per71,0
#per11,#per72,0
#per11,#per73,0
#per11,#per74,0
#per11,#per75,0
#per11,#per76,0
#per11,#per77,0
#per11,#per78,0
#per11,#per79,0
#per11,#per80,0
#per11,#per81,0
#per11,#per82,0
#per11,#per83,0
#per11,#per84,0
#per11,#per85,0
#per11,#per86,0
#per11,#per87,0
#per11,#per88,0
#per11,#per89,0
#per11,#per90,0
#per11,#per91,0
#per11,#per92,0
#per11,#per93,0
#per11,#per94,0
#per11,#per95,0
#per11,#per96,0
#per11,#per97,0
#per11,#per98,0
#per11,#per99,0
#per11,#pla1,0
#per11,#pla10,0
#per11,#pla100,0
#per11,#pla101,0
#per11,#pla102,0
#per11,#pla103,0
#per11,#pla104,0
#per11,#pla105,0
#per11,#pla106,0
#per11,#pla107,0
#per11,#pla108,0
#per11,#pla109,0
#per11,#pla11,0
#per11,#pla110,0
#per11,#pla111,0
#per11,#pla112,0
#per11,#pla113,0
#per11,#pla114,0
#per11,#pla115,0
#per11,#pla116,0
#per11,#pla117,0
#per11,#pla118,0
#per11,#pla119,0
#per11,#pla12,0
#per11,#pla120,0
#per11,#pla121,0
#per11,#pla13,0
#per11,#pla14,0
#per11,#pla15,0
#per11,#pla16,0
#per11,#pla17,0
#per11,#pla18,0
#per11,#pla19,0
#per11,#pla2,0
#per11,#pla20,0
#per11,#pla21,0
#per11,#pla22,0
#per11,#pla23,0
#per11,#pla24,0
#per11,#pla25,0
#per11,#pla26,0
#per11,#pla27,0
#per11,#pla28,0
#per11,#pla29,0
#per11,#pla3,0
#per11,#pla30,0
#per11,#pla31,0
#per11,#pla32,0
#per11,#pla33,0
#per11,#pla34,0
#per11,#pla35,0
#per11,#pla36,0
#per11,#pla37,0
#per11,#pla38,0
#per11,#pla39,0
#per11,#pla4,0
#per11,#pla40,0
#per11,#pla41,0
#per11,#pla42,0
#per11,#pla43,0
#per11,#pla44,0
#per11,#pla45,0
#per11,#pla46,0
#per11,#pla47,0
#per11,#pla48,0
#per11,#pla49,0
#per11,#pla5,0
#per11,#pla50,0
#per11,#pla51,0
#per11,#pla52,0
#per11,#pla53,0
#per11,#pla54,0
#per11,#pla55,0
#per11,#pla56,0
#per11,#pla57,0
#per11,#pla58,0
#per11,#pla59,0
#per11,#pla6,0
#per11,#pla60,0
#per11,#pla61,0
#per11,#pla62,0
#per11,#pla63,0
#per11,#pla64,0
#per11,#pla65,0
#per11,#pla66,0
#per11,#pla67,0
#per11,#pla68,0
#per11,#pla69,0
#per11,#pla7,0
#per11,#pla70,0
#per11,#pla71,0
#per11,#pla72,0
#per11,#pla73,0
#per11,#pla74,0
#per11,#pla75,0
#per11,#pla76,0
#per11,#pla77,0
#per11,#pla78,0
#per11,#pla79,0
#per11,#pla8,0
#per11,#pla80,0
#per11,#pla81,0
#per11,#pla82,0
#per11,#pla83,0
#per11,#pla84,0
#per11,#pla85,0
#per11,#pla86,0
#per11,#pla87,0
#per11,#pla88,0
#per11,#pla89,0
#per11,#pla9,0
#per11,#pla90,0
#per11,#pla91,0
#per11,#pla92,0
#per11,#pla93,0
#per11,#pla94,0
#per11,#pla95,0
#per11,#pla96,0
#per11,#pla97,0
#per11,#pla98,0
#per11,#pla99,0
#per11,#tim1,0
#per11,#tim10,0
#per11,#tim11,0
#per11,#tim12,0
#per11,#tim13,0
#per11,#tim14,0
#per11,#tim15,0
#per11,#tim16,0
#per11,#tim17,0
#per11,#tim18,0
#per11,#tim19,0
#per11,#tim2,0
#per11,#tim20,0
#per11,#tim21,0
#per11,#tim22,0
#per11,#tim23,0
#per11,#tim24,0
#per11,#tim25,0
#per11,#tim26,0
#per11,#tim27,0
#per11,#tim28,0
#per11,#tim3,0
#per11,#tim4,0
#per11,#tim5,0
#per11,#tim6,0
#per11,#tim7,0
#per11,#tim8,0
#per11,#tim9,0
#per11,#wor1,0
#per11,#wor2,0
#per11,#wor3,0
#per11,#wor4,0
#per11,#wor5,0
#per11,#wor6,0
#per11,#wor7,0
#per11,#wor8,0
#per110,#org0,0
#per110,#org1,0
#per110,#org10,0
#per110,#org11,0
#per110,#org12,0
#per110,#org13,0
#per110,#org14,0
#per110,#org15,0
#per110,#org16,0
#per110,#org17,0
#per110,#org18,0
#per110,#org19,0
#per110,#org2,0
#per110,#org20,0
#per110,#org21,0
#per110,#org22,0
#per110,#org23,0
#per110,#org24,0
#per110,#org25,0
#per110,#org26,0
#per110,#org27,0
#per110,#org28,0
#per110,#org29,0
#per110,#org3,0
#per110,#org30,0
#per110,#org31,0
#per110,#org32,0
#per110,#org33,0
#per110,#org34,0
#per110,#org35,0
#per110,#org36,0
#per110,#org37,0
#per110,#org38,0
#per110,#org39,0
#per110,#org4,0
#per110,#org40,0
#per110,#org41,0
#per110,#org42,0
#per110,#org43,0
#per110,#org44,0
#per110,#org45,0
#per110,#org46,0
#per110,#org47,0
#per110,#org48,0
#per110,#org49,0
#per110,#org5,0
#per110,#org50,0
#per110,#org51,0
#per110,#org52,0
#per110,#org53,0
#per110,#org54,0
#per110,#org55,0
#per110,#org56,0
#per110,#org57,0
#per110,#org58,0
#per110,#org59,0
#per110,#org6,0
#per110,#org60,0
#per110,#org61,0
#per110,#org62,0
#per110,#org63,0
#per110,#org64,0
#per110,#org65,0
#per110,#org66,0
#per110,#org7,0
#per110,#org8,0
#per110,#org9,0
#per110,#per111,0
#per110,#per112,0
#per110,#per113,0
#per110,#per114,0
#per110,#per115,0
#per110,#per116,0
#per110,#per117,0
#per110,#per118,0
#per110,#per119,0
#per110,#per120,0
#per110,#per121,0
#per110,#per122,0
#per110,#per123,0
#per110,#per124,0
#per110,#per125,0
#per110,#per126,0
#per110,#per127,0
#per110,#per128,0
#per110,#per129,0
#per110,#per130,0
#per110,#per131,0
#per110,#per132,0
#per110,#per133,0
#per110,#per134,0
#per110,#per135,0
#per110,#per136,0
#per110,#per137,0
#per110,#per138,0
#per110,#per139,0
#per110,#per140,0
#per110,#per141,0
#per110,#per142,0
#per110,#per143,0
#per110,#per144,0
#per110,#per145,0
#per110,#per146,0
#per110,#per147,0
#per110,#per148,0
#per110,#per149,0
#per110,#per150,0
#per110,#per151,0
#per110,#per152,0
#per110,#per153,0
#per110,#per154,0
#per110,#per155,0
#per110,#per156,0
#per110,#per157,0
#per110,#per158,0
#per110,#per159,0
#per110,#per160,0
#per110,#per161,0
#per110,#per162,0
#per110,#per163,0
#per110,#per164,0
#per110,#per165,0
#per110,#per166,0
#per110,#per167,0
#per110,#per168,0
#per110,#per169,0
#per110,#per170,0
#per110,#per171,0
#per110,#per172,0
#per110,#per173,0
#per110,#per174,0
#per110,#per175,0
#per110,#per176,0
#per110,#per177,0
#per110,#per178,0
#per110,#per179,0
#per110,#per180,0
#per110,#per181,0
#per110,#per182,0
#per110,#per183,0
#per110,#per184,0
#per110,#per185,0
#per110,#per186,0
#per110,#per187,0
#per110,#per188,0
#per110,#per189,0
#per110,#per190,0
#per110,#per191,0
#per110,#per192,0
#per110,#per193,0
#per110,#per194,0
#per110,#per195,0
#per110,#per196,0
#per110,#per197,0
#per110,#per198,0
#per110,#per199,0
#per110,#per200,0
#per110,#per201,0
#per110,#per202,0
#per110,#per203,0
#per110,#per204,0
#per110,#per205,0
#per110,#per206,0
#per110,#per207,0
#per110,#per208,0
#per110,#per209,0
#per110,#per210,0
#per110,#per211,0
#per110,#per212,0
#per110,#per213,0
#per110,#per214,0
#per110,#per215,0
#per110,#per216,0
#per110,#per217,0
#per110,#per218,0
#per110,#per219,0
#per110,#per220,0
#per110,#per221,0
#per110,#per222,0
#per110,#per223,0
#per110,#per224,0
#per110,#per225,0
#per110,#per226,0
#per110,#per227,0
#per110,#per228,0
#per110,#per229,0
#per110,#per230,0
#per110,#per231,0
#per110,#per232,0
#per110,#per233,0
#per110,#per234,0
#per110,#per235,0
#per110,#per236,0
#per110,#per237,0
#per110,#per238,0
#per110,#per239,0
#per110,#per240,0
#per110,#per241,0
#per110,#per242,0
#per110,#per243,0
#per110,#per244,0
#per110,#per245,0
#per110,#per246,0
#per110,#per247,0
#per110,#per248,0
#per110,#per249,0
#per110,#per250,0
#per110,#per251,0
#per110,#per252,0
#per110,#per253,0
#per110,#per254,0
#per110,#per255,0
#per110,#per256,0
#per110,#per257,0
#per110,#per258,0
#per110,#per259,0
#per110,#per260,0
#per110,#per261,0
#per110,#per262,0
#per110,#per263,0
#per110,#per264,0
#per110,#per265,0
#per110,#per266,0
#per110,#per267,0
#per110,#per268,0
#per110,#per269,0
#per110,#per270,0
#per110,#per271,0
#per110,#per272,0
#per110,#per273,0
#per110,#per274,0
#per110,#per275,0
#per110,#per276,0
#per110,#per277,0
#per110,#per278,0
#per110,#per279,0
#per110,#per280,0
#per110,#per281,0
#per110,#per282,0
#per110,#per283,0
#per110,#per284,0
#per110,#per285,0
#per110,#per286,0
#per110,#per287,0
#per110,#per288,0
#per110,#per289,0
#per110,#per290,0
#per110,#per291,0
#per110,#per292,0
#per110,#per293,0
#per110,#per294,0
#per110,#per295,0
#per110,#per296,0
#per110,#per297,0
#per110,#per298,0
#per110,#per299,0
#per110,#per300,0
#per110,#per301,0
#per110,#per302,0
#per110,#per303,0
#per110,#per304,0
#per110,#per305,0
#per110,#per306,0
#per110,#per307,0
#per110,#per308,0
#per110,#per309,0
#per110,#per310,0
#per110,#per311,0
#per110,#per312,0
#per110,#per313,0
#per110,#per314,0
#per110,#per315,0
#per110,#per316,0
#per110,#per317,0
#per110,#per318,0
#per110,#per319,0
#per110,#per320,0
#per110,#per321,0
#per110,#per322,0
#per110,#per323,0
#per110,#per324,0
#per110,#per325,0
#per110,#per326,0
#per110,#per327,0
#per110,#per328,0
#per110,#per329,0
#per110,#per330,0
#per110,#per331,0
#per110,#per332,0
#per110,#per333,0
#per110,#per334,0
#per110,#per335,0
#per110,#per336,0
#per110,#per337,0
#per110,#per338,0
#per110,#per339,0
#per110,#per340,0
#per110,#per341,0
#per110,#per342,0
#per110,#per343,0
#per110,#per344,0
#per110,#per345,0
#per110,#per346,0
#per110,#per347,0
#per110,#per348,0
#per110,#per349,0
#per110,#per350,0
#per110,#per351,0
#per110,#per352,0
#per110,#per353,0
#per110,#per354,0
#per110,#per355,0
#per110,#per356,0
#per110,#per357,0
#per110,#per358,0
#per110,#per359,0
#per110,#per360,0
#per110,#per361,0
#per110,#per362,0
#per110,#per363,0
#per110,#per364,0
#per110,#per365,0
#per110,#per366,0
#per110,#per367,0
#per110,#per368,0
#per110,#per369,0
#per110,#per370,0
#per110,#per371,0
#per110,#per372,0
#per110,#per373,0
#per110,#per374,0
#per110,#per375,0
#per110,#per376,0
#per110,#per377,0
#per110,#per378,0
#per110,#per379,0
#per110,#per380,0
#per110,#per381,0
#per110,#per382,0
#per110,#per383,0
#per110,#per384,0
#per110,#per385,0
#per110,#per386,0
#per110,#per387,0
#per110,#per388,0
#per110,#per389,0
#per110,#per390,0
#per110,#per391,0
#per110,#per392,0
#per110,#per393,0
#per110,#per394,0
#per110,#per395,0
#per110,#per396,0
#per110,#per397,0
#per110,#per398,0
#per110,#per399,0
#per110,#per400,0
#per110,#per401,0
#per110,#per402,0
#per110,#per403,0
#per110,#per404,0
#per110,#per405,0
#per110,#per406,0
#per110,#per407,0
#per110,#per408,0
#per110,#per409,0
#per110,#per410,0
#per110,#per411,0
#per110,#per412,0
#per110,#per413,0
#per110,#per414,0
#per110,#per415,0
#per110,#per416,0
#per110,#per417,0
#per110,#per418,0
#per110,#per419,0
#per110,#per420,0
#per110,#per421,0
#per110,#per422,0
#per110,#per423,0
#per110,#per424,0
#per110,#per425,0
#per110,#per426,0
#per110,#per427,0
#per110,#per428,0
#per110,#per429,0
#per110,#per430,0
#per110,#per431,0
#per110,#per432,0
#per110,#per433,0
#per110,#per434,0
#per110,#per435,0
#per110,#per436,0
#per110,#per437,0
#per110,#per438,0
#per110,#per439,0
#per110,#per440,0
#per110,#per441,0
#per110,#per442,0
#per110,#per443,0
#per110,#per444,0
#per110,#per445,0
#per110,#per446,0
#per110,#per447,0
#per110,#per448,0
#per110,#per449,0
#per110,#per450,0
#per110,#per451,0
#per110,#per452,0
#per110,#per453,0
#per110,#per454,0
#per110,#per455,0
#per110,#per456,0
#per110,#per457,0
#per110,#per458,0
#per110,#per459,0
#per110,#per460,0
#per110,#per461,0
#per110,#per462,0
#per110,#per463,0
#per110,#per464,0
#per110,#per465,0
#per110,#per466,0
#per110,#pla1,0
#per110,#pla10,0
#per110,#pla100,0
#per110,#pla101,0
#per110,#pla102,0
#per110,#pla103,0
#per110,#pla104,0
#per110,#pla105,0
#per110,#pla106,0
#per110,#pla107,0
#per110,#pla108,0
#per110,#pla109,0
#per110,#pla11,0
#per110,#pla110,0
#per110,#pla111,0
#per110,#pla112,0
#per110,#pla113,0
#per110,#pla114,0
#per110,#pla115,0
#per110,#pla116,0
#per110,#pla117,0
#per110,#pla118,0
#per110,#pla119,0
#per110,#pla12,0
#per110,#pla120,0
#per110,#pla121,0
#per110,#pla13,0
#per110,#pla14,0
#per110,#pla15,0
#per110,#pla16,0
#per110,#pla17,0
#per110,#pla18,0
#per110,#pla19,0
#per110,#pla2,0
#per110,#pla20,0
#per110,#pla21,0
#per110,#pla22,0
#per110,#pla23,0
#per110,#pla24,0
#per110,#pla25,0
#per110,#pla26,0
#per110,#pla27,0
#per110,#pla28,0
#per110,#pla29,0
#per110,#pla3,0
#per110,#pla30,0
#per110,#pla31,0
#per110,#pla32,0
#per110,#pla33,0
#per110,#pla34,0
#per110,#pla35,0
#per110,#pla36,0
#per110,#pla37,0
#per110,#pla38,0
#per110,#pla39,0
#per110,#pla4,0
#per110,#pla40,0
#per110,#pla41,0
#per110,#pla42,0
#per110,#pla43,0
#per110,#pla44,0
#per110,#pla45,0
#per110,#pla46,0
#per110,#pla47,0
#per110,#pla48,0
#per110,#pla49,0
#per110,#pla5,0
#per110,#pla50,0
#per110,#pla51,0
#per110,#pla52,0
#per110,#pla53,0
#per110,#pla54,0
#per110,#pla55,0
#per110,#pla56,0
#per110,#pla57,0
#per110,#pla58,0
#per110,#pla59,0
#per110,#pla6,0
#per110,#pla60,0
#per110,#pla61,0
#per110,#pla62,0
#per110,#pla63,0
#per110,#pla64,0
#per110,#pla65,0
#per110,#pla66,0
#per110,#pla67,0
#per110,#pla68,0
#per110,#pla69,0
#per110,#pla7,0
#per110,#pla70,0
#per110,#pla71,0
#per110,#pla72,0
#per110,#pla73,0
#per110,#pla74,0
#per110,#pla75,0
#per110,#pla76,0
#per110,#pla77,0
#per110,#pla78,0
#per110,#pla79,0
#per110,#pla8,0
#per110,#pla80,0
#per110,#pla81,0
#per110,#pla82,0
#per110,#pla83,0
#per110,#pla84,0
#per110,#pla85,0
#per110,#pla86,0
#per110,#pla87,0
#per110,#pla88,0
#per110,#pla89,0
#per110,#pla9,0
#per110,#pla90,0
#per110,#pla91,0
#per110,#pla92,0
#per110,#pla93,0
#per110,#pla94,0
#per110,#pla95,0
#per110,#pla96,0
#per110,#pla97,0
#per110,#pla98,0
#per110,#pla99,0
#per110,#tim1,0
#per110,#tim10,0
#per110,#tim11,0
#per110,#tim12,0
#per110,#tim13,0
#per110,#tim14,0
#per110,#tim15,0
#per110,#tim16,0
#per110,#tim17,0
#per110,#tim18,0
#per110,#tim19,0
#per110,#tim2,0
#per110,#tim20,0
#per110,#tim21,0
#per110,#tim22,0
#per110,#tim23,0
#per110,#tim24,0
#per110,#tim25,0
#per110,#tim26,0
#per110,#tim27,0
#per110,#tim28,0
#per110,#tim3,0
#per110,#tim4,0
#per110,#tim5,0
#per110,#tim6,0
#per110,#tim7,0
#per110,#tim8,0
#per110,#tim9,0
#per110,#wor1,0
#per110,#wor2,0
#per110,#wor3,0
#per110,#wor4,0
#per110,#wor5,0
#per110,#wor6,0
#per110,#wor7,0
#per110,#wor8,0
#per111,#org0,0
#per111,#org1,0
#per111,#org10,0
#per111,#org11,0
#per111,#org12,0
#per111,#org13,0
#per111,#org14,0
#per111,#org15,0
#per111,#org16,0
#per111,#org17,0
#per111,#org18,0
#per111,#org19,0
#per111,#org2,0
#per111,#org20,0
#per111,#org21,0
#per111,#org22,0
#per111,#org23,0
#per111,#org24,0
#per111,#org25,0
#per111,#org26,0
#per111,#org27,0
#per111,#org28,0
#per111,#org29,0
#per111,#org3,0
#per111,#org30,0
#per111,#org31,0
#per111,#org32,0
#per111,#org33,0
#per111,#org34,0
#per111,#org35,0
#per111,#org36,0
#per111,#org37,0
#per111,#org38,0
#per111,#org39,0
#per111,#org4,0
#per111,#org40,0
#per111,#org41,0
#per111,#org42,0
#per111,#org43,0
#per111,#org44,0
#per111,#org45,0
#per111,#org46,0
#per111,#org47,0
#per111,#org48,0
#per111,#org49,0
#per111,#org5,0
#per111,#org50,0
#per111,#org51,0
#per111,#org52,0
#per111,#org53,0
#per111,#org54,0
#per111,#org55,0
#per111,#org56,0
#per111,#org57,0
#per111,#org58,0
#per111,#org59,0
#per111,#org6,0
#per111,#org60,0
#per111,#org61,0
#per111,#org62,0
#per111,#org63,0
#per111,#org64,0
#per111,#org65,0
#per111,#org66,0
#per111,#org7,0
#per111,#org8,0
#per111,#org9,0
#per111,#per112,0
#per111,#per113,0
#per111,#per114,0
#per111,#per115,0
#per111,#per116,0
#per111,#per117,0
#per111,#per118,0
#per111,#per119,0
#per111,#per120,0
#per111,#per121,0
#per111,#per122,0
#per111,#per123,0
#per111,#per124,0
#per111,#per125,0
#per111,#per126,0
#per111,#per127,0
#per111,#per128,0
#per111,#per129,0
#per111,#per130,0
#per111,#per131,0
#per111,#per132,0
#per111,#per133,0
#per111,#per134,0
#per111,#per135,0
#per111,#per136,0
#per111,#per137,0
#per111,#per138,0
#per111,#per139,0
#per111,#per140,0
#per111,#per141,0
#per111,#per142,0
#per111,#per143,0
#per111,#per144,0
#per111,#per145,0
#per111,#per146,0
#per111,#per147,0
#per111,#per148,0
#per111,#per149,0
#per111,#per150,0
#per111,#per151,0
#per111,#per152,0
#per111,#per153,0
#per111,#per154,0
#per111,#per155,0
#per111,#per156,0
#per111,#per157,0
#per111,#per158,0
#per111,#per159,0
#per111,#per160,0
#per111,#per161,0
#per111,#per162,0
#per111,#per163,0
#per111,#per164,0
#per111,#per165,0
#per111,#per166,0
#per111,#per167,0
#per111,#per168,0
#per111,#per169,0
#per111,#per170,0
#per111,#per171,0
#per111,#per172,0
#per111,#per173,0
#per111,#per174,0
#per111,#per175,0
#per111,#per176,0
#per111,#per177,0
#per111,#per178,0
#per111,#per179,0
#per111,#per180,0
#per111,#per181,0
#per111,#per182,0
#per111,#per183,0
#per111,#per184,0
#per111,#per185,0
#per111,#per186,0
#per111,#per187,0
#per111,#per188,0
#per111,#per189,0
#per111,#per190,0
#per111,#per191,0
#per111,#per192,0
#per111,#per193,0
#per111,#per194,0
#per111,#per195,0
#per111,#per196,0
#per111,#per197,0
#per111,#per198,0
#per111,#per199,0
#per111,#per200,0
#per111,#per201,0
#per111,#per202,0
#per111,#per203,0
#per111,#per204,0
#per111,#per205,0
#per111,#per206,0
#per111,#per207,0
#per111,#per208,0
#per111,#per209,0
#per111,#per210,0
#per111,#per211,0
#per111,#per212,0
#per111,#per213,0
#per111,#per214,0
#per111,#per215,0
#per111,#per216,0
#per111,#per217,0
#per111,#per218,0
#per111,#per219,0
#per111,#per220,0
#per111,#per221,0
#per111,#per222,0
#per111,#per223,0
#per111,#per224,0
#per111,#per225,0
#per111,#per226,0
#per111,#per227,0
#per111,#per228,0
#per111,#per229,0
#per111,#per230,0
#per111,#per231,0
#per111,#per232,0
#per111,#per233,0
#per111,#per234,0
#per111,#per235,0
#per111,#per236,0
#per111,#per237,0
#per111,#per238,0
#per111,#per239,0
#per111,#per240,0
#per111,#per241,0
#per111,#per242,0
#per111,#per243,0
#per111,#per244,0
#per111,#per245,0
#per111,#per246,0
#per111,#per247,0
#per111,#per248,0
#per111,#per249,0
#per111,#per250,0
#per111,#per251,0
#per111,#per252,0
#per111,#per253,0
#per111,#per254,0
#per111,#per255,0
#per111,#per256,0
#per111,#per257,0
#per111,#per258,0
#per111,#per259,0
#per111,#per260,0
#per111,#per261,0
#per111,#per262,0
#per111,#per263,0
#per111,#per264,0
#per111,#per265,0
#per111,#per266,0
#per111,#per267,0
#per111,#per268,0
#per111,#per269,0
#per111,#per270,0
#per111,#per271,0
#per111,#per272,0
#per111,#per273,0
#per111,#per274,0
#per111,#per275,0
#per111,#per276,0
#per111,#per277,0
#per111,#per278,0
#per111,#per279,0
#per111,#per280,0
#per111,#per281,0
#per111,#per282,0
#per111,#per283,0
#per111,#per284,0
#per111,#per285,0
#per111,#per286,0
#per111,#per287,0
#per111,#per288,0
#per111,#per289,0
#per111,#per290,0
#per111,#per291,0
#per111,#per292,0
#per111,#per293,0
#per111,#per294,0
#per111,#per295,0
#per111,#per296,0
#per111,#per297,0
#per111,#per298,0
#per111,#per299,0
#per111,#per300,0
#per111,#per301,0
#per111,#per302,0
#per111,#per303,0
#per111,#per304,0
#per111,#per305,0
#per111,#per306,0
#per111,#per307,0
#per111,#per308,0
#per111,#per309,0
#per111,#per310,0
#per111,#per311,0
#per111,#per312,0
#per111,#per313,0
#per111,#per314,0
#per111,#per315,0
#per111,#per316,0
#per111,#per317,0
#per111,#per318,0
#per111,#per319,0
#per111,#per320,0
#per111,#per321,0
#per111,#per322,0
#per111,#per323,0
#per111,#per324,0
#per111,#per325,0
#per111,#per326,0
#per111,#per327,0
#per111,#per328,0
#per111,#per329,0
#per111,#per330,0
#per111,#per331,0
#per111,#per332,0
#per111,#per333,0
#per111,#per334,0
#per111,#per335,0
#per111,#per336,0
#per111,#per337,0
#per111,#per338,0
#per111,#per339,0
#per111,#per340,0
#per111,#per341,0
#per111,#per342,0
#per111,#per343,0
#per111,#per344,0
#per111,#per345,0
#per111,#per346,0
#per111,#per347,0
#per111,#per348,0
#per111,#per349,0
#per111,#per350,0
#per111,#per351,0
#per111,#per352,0
#per111,#per353,0
#per111,#per354,0
#per111,#per355,0
#per111,#per356,0
#per111,#per357,0
#per111,#per358,0
#per111,#per359,0
#per111,#per360,0
#per111,#per361,0
#per111,#per362,0
#per111,#per363,0
#per111,#per364,0
#per111,#per365,0
#per111,#per366,0
#per111,#per367,0
#per111,#per368,0
#per111,#per369,0
#per111,#per370,0
#per111,#per371,0
#per111,#per372,0
#per111,#per373,0
#per111,#per374,0
#per111,#per375,0
#per111,#per376,0
#per111,#per377,0
#per111,#per378,0
#per111,#per379,0
#per111,#per380,0
#per111,#per381,0
#per111,#per382,0
#per111,#per383,0
#per111,#per384,0
#per111,#per385,0
#per111,#per386,0
#per111,#per387,0
#per111,#per388,0
#per111,#per389,0
#per111,#per390,0
#per111,#per391,0
#per111,#per392,0
#per111,#per393,0
#per111,#per394,0
#per111,#per395,0
#per111,#per396,0
#per111,#per397,0
#per111,#per398,0
#per111,#per399,0
#per111,#per400,0
#per111,#per401,0
#per111,#per402,0
#per111,#per403,0
#per111,#per404,0
#per111,#per405,0
#per111,#per406,0
#per111,#per407,0
#per111,#per408,0
#per111,#per409,0
#per111,#per410,0
#per111,#per411,0
#per111,#per412,0
#per111,#per413,0
#per111,#per414,0
#per111,#per415,0
#per111,#per416,0
#per111,#per417,0
#per111,#per418,0
#per111,#per419,0
#per111,#per420,0
#per111,#per421,0
#per111,#per422,0
#per111,#per423,0
#per111,#per424,0
#per111,#per425,0
#per111,#per426,0
#per111,#per427,0
#per111,#per428,0
#per111,#per429,0
#per111,#per430,0
#per111,#per431,0
#per111,#per432,0
#per111,#per433,0
#per111,#per434,0
#per111,#per435,0
#per111,#per436,0
#per111,#per437,0
#per111,#per438,0
#per111,#per439,0
#per111,#per440,0
#per111,#per441,0
#per111,#per442,0
#per111,#per443,0
#per111,#per444,0
#per111,#per445,0
#per111,#per446,0
#per111,#per447,0
#per111,#per448,0
#per111,#per449,0
#per111,#per450,0
#per111,#per451,0
#per111,#per452,0
#per111,#per453,0
#per111,#per454,0
#per111,#per455,0
#per111,#per456,0
#per111,#per457,0
#per111,#per458,0
#per111,#per459,0
#per111,#per460,0
#per111,#per461,0
#per111,#per462,0
#per111,#per463,0
#per111,#per464,0
#per111,#per465,0
#per111,#per466,0
#per111,#pla1,0
#per111,#pla10,0
#per111,#pla100,0
#per111,#pla101,0
#per111,#pla102,0
#per111,#pla103,0
#per111,#pla104,0
#per111,#pla105,0
#per111,#pla106,0
#per111,#pla107,0
#per111,#pla108,0
#per111,#pla109,0
#per111,#pla11,0
#per111,#pla110,0
#per111,#pla111,0
#per111,#pla112,0
#per111,#pla113,0
#per111,#pla114,0
#per111,#pla115,0
#per111,#pla116,0
#per111,#pla117,0
#per111,#pla118,0
#per111,#pla119,0
#per111,#pla12,0
#per111,#pla120,0
#per111,#pla121,0
#per111,#pla13,0
#per111,#pla14,0
#per111,#pla15,0
#per111,#pla16,0
#per111,#pla17,0
#per111,#pla18,0
#per111,#pla19,0
#per111,#pla2,0
#per111,#pla20,0
#per111,#pla21,0
#per111,#pla22,0
#per111,#pla23,0
#per111,#pla24,0
#per111,#pla25,0
#per111,#pla26,0
#per111,#pla27,0
#per111,#pla28,0
#per111,#pla29,0
#per111,#pla3,0
#per111,#pla30,0
#per111,#pla31,0
#per111,#pla32,0
#per111,#pla33,0
#per111,#pla34,0
#per111,#pla35,0
#per111,#pla36,0
#per111,#pla37,0
#per111,#pla38,0
#per111,#pla39,0
#per111,#pla4,0
#per111,#pla40,0
#per111,#pla41,0
#per111,#pla42,0
#per111,#pla43,0
#per111,#pla44,0
#per111,#pla45,0
#per111,#pla46,0
#per111,#pla47,0
#per111,#pla48,0
#per111,#pla49,0
#per111,#pla5,0
#per111,#pla50,0
#per111,#pla51,0
#per111,#pla52,0
#per111,#pla53,0
#per111,#pla54,0
#per111,#pla55,0
#per111,#pla56,0
#per111,#pla57,0
#per111,#pla58,0
#per111,#pla59,0
#per111,#pla6,0
#per111,#pla60,0
#per111,#pla61,0
#per111,#pla62,0
#per111,#pla63,0
#per111,#pla64,0
#per111,#pla65,0
#per111,#pla66,0
#per111,#pla67,0
#per111,#pla68,0
#per111,#pla69,0
#per111,#pla7,0
#per111,#pla70,0
#per111,#pla71,0
#per111,#pla72,0
#per111,#pla73,0
#per111,#pla74,0
#per111,#pla75,0
#per111,#pla76,0
#per111,#pla77,0
#per111,#pla78,0
#per111,#pla79,0
#per111,#pla8,0
#per111,#pla80,0
#per111,#pla81,0
#per111,#pla82,0
#per111,#pla83,0
#per111,#pla84,0
#per111,#pla85,0
#per111,#pla86,0
#per111,#pla87,0
#per111,#pla88,0
#per111,#pla89,0
#per111,#pla9,0
#per111,#pla90,0
#per111,#pla91,0
#per111,#pla92,0
#per111,#pla93,0
#per111,#pla94,0
#per111,#pla95,0
#per111,#pla96,0
#per111,#pla97,0
#per111,#pla98,0
#per111,#pla99,0
#per111,#tim1,0
#per111,#tim10,0
#per111,#tim11,0
#per111,#tim12,0
#per111,#tim13,0
