	weight	source	target
1838	1	#pla2	#pla82
1843	1	#org7	#per112
1844	1	#org119	#per1
1846	1	#org12	#per128
1577	1	#per35	#pla84
1578	1	#per21	#per27
1579	1	#per491	#pla171
1648	1	#org8	#per517
1557	1	#org16	#org22
1558	1	#per504	#per525
1559	1	#org1	#per504
1561	1	#pla199	#pla3
1562	1	#per42	#pla30
1564	1	#per483	#pla19
1566	1	#org100	#org8
1567	1	#per25	#per27
1568	1	#per534	#pla213
1569	1	#per128	#per504
1570	1	#org22	#per481
1605	1	#org13	#per555
1606	1	#pla33	#pla47
1607	1	#pla200	#wor1
1652	1	#per112	#pla
1554	1	#per17	#pla201
1653	1	#org13	#pla181
1656	1	#per558	#pla178
1658	1	#per501	#per502
1659	1	#org3	#pla7
1661	1	#org100	#per538
1662	1	#per534	#pla214
1664	1	#per14	#per533
1665	1	#org1	#org14
1667	1	#per28	#per490
1668	1	#per1	#per521
1669	1	#org103	#pla63
1670	1	#per10	#per519
1676	1	#per112	#per156
1679	1	#per489	#pla63
1556	1	#per14	#pla81
1552	1	#per551	#pla63
1580	1	#per23	#per31
1600	1	#org0	#org115
1581	1	#per559	#pla173
1582	1	#pla3	#pla4
1584	1	#per101	#per17
1585	1	#org37	#pla244
1586	1	#org3	#pla215
1590	1	#per14	#pla15
1693	1	#per17	#pla171
1591	1	#org18	#per2
1592	1	#per564	#per566
1593	1	#per527	#per542
1595	1	#org37	#pla23
1596	1	#per28	#per493
1598	1	#org22	#per10
1599	1	#org	#per14
1602	1	#per0	#pla8
1543	1	#per489	#per500
1603	1	#org13	#per532
1604	1	#org8	#per563
1574	1	#per504	#pla176
1573	1	#org124	#per504
1572	1	#per35	#per503
1571	1	#org0	#wor6
1532	1	#per28	#per31
1534	1	#org29	#pla175
1535	1	#org12	#pla80
1537	1	#per112	#per501
1538	1	#pla200	#pla208
1539	1	#pla172	#pla173
1540	1	#per486	#wor1
1541	1	#per504	#pla206
393	1	#per545	#per550
